churn_reason,Customer ID,Total Refunds,Total Charges,Total Revenue,Paperless Billing,Total Long Distance Charges,Total Extra Data Charges,Contract,Tenure in Months,Number of Referrals,Monthly Charge,Payment Method,Customer Status,Avg Monthly GB Download
,1755-FZQEC,20.17,791.15,2643.76,No,1872.78,0,One Year,39,0,19.9,Credit Card,Stayed,
,1755-RMCXH,0,40.25,54.79,No,14.54,0,Month-to-Month,2,5,20.3,Credit Card,Joined,
,1757-TCATG,0,746.75,2182.45,No,1435.7,0,One Year,35,4,20.05,Bank Withdrawal,Stayed,
,1760-CAZHT,21.81,460.2,515.14,No,76.75,0,Month-to-Month,25,0,20.8,Credit Card,Stayed,
9,1761-AEZZR,0,79.55,83.59,Yes,4.04,0,Month-to-Month,1,0,79.55,Bank Withdrawal,Churned,6
,1763-KUAAW,0,369.6,1045.14,No,675.54,0,One Year,18,0,20.35,Bank Withdrawal,Stayed,
,1763-WQFUK,0,147.75,226.89,Yes,79.14,0,Month-to-Month,3,0,50.5,Mailed Check,Joined,25
,1764-VUUMT,0,1269.1,3773.14,No,2504.04,0,Two Year,66,0,19.95,Credit Card,Stayed,
,1766-GKNMI,47.04,2516.2,2744.37,Yes,275.21,0,Month-to-Month,29,0,84.9,Bank Withdrawal,Stayed,21
,1767-CJKBA,0,1697.7,4940.28,No,3242.58,0,Two Year,66,0,25.1,Credit Card,Stayed,
,1767-TGTKO,0,411.75,452.47,Yes,40.72,0,Month-to-Month,8,0,45.45,Bank Withdrawal,Stayed,51
,1768-HNVGJ,0,3062.45,3893.15,Yes,830.7,0,Two Year,45,0,70.05,Bank Withdrawal,Stayed,3
5,1768-ZAIFU,0,25.2,25.2,Yes,0,0,Month-to-Month,1,0,25.2,Bank Withdrawal,Churned,5
,1769-GRUIK,0,1247.75,1447.43,Yes,49.68,150,Month-to-Month,18,0,71.1,Bank Withdrawal,Stayed,26
1,1771-OADNZ,0,2745.2,3821.22,Yes,1026.02,50,Month-to-Month,29,1,95.9,Bank Withdrawal,Churned,21
,1775-KWJKQ,12.55,6562.9,8491.47,No,1941.12,0,Two Year,72,5,89.85,Credit Card,Stayed,9
,1776-SPBWV,0,682.1,2100.58,Yes,1418.48,0,One Year,34,1,20.1,Bank Withdrawal,Stayed,
,1777-JYQPJ,0,38.45,38.45,No,0,0,Month-to-Month,2,0,24.3,Mailed Check,Joined,59
,1779-PWPMG,0,8333.95,8664.43,Yes,330.48,0,Two Year,72,1,114.65,Bank Withdrawal,Stayed,27
,1784-BXEFA,0,187.35,234.95,Yes,47.6,0,Month-to-Month,10,0,20.55,Mailed Check,Stayed,
,1784-EZDKJ,0,5498.8,7138.2,Yes,1499.4,140,One Year,51,3,106.8,Bank Withdrawal,Stayed,21
,1785-BPHTP,0,2289.9,2378.94,No,89.04,0,Month-to-Month,28,6,85.45,Bank Withdrawal,Stayed,12
,1790-NESIO,0,261.3,346.58,Yes,85.28,0,Two Year,13,0,20.4,Credit Card,Stayed,
,1791-PQHBB,0,125.95,190.07,Yes,64.12,0,Month-to-Month,2,0,61.2,Credit Card,Joined,52
3,1792-UXAFY,0,1496.9,2013.19,Yes,516.29,0,Month-to-Month,17,0,89.15,Bank Withdrawal,Churned,28
20,1794-HBQTJ,0,48.6,55.14,Yes,6.54,0,Month-to-Month,1,0,48.6,Credit Card,Churned,52
,1794-SWWKL,32.65,867.1,1199.85,Yes,365.4,0,Month-to-Month,15,6,59.65,Bank Withdrawal,Stayed,59
,1796-JANOW,0,38.15,107.29,No,69.14,0,Month-to-Month,2,0,19.95,Credit Card,Joined,
,1803-BGNBD,0,654.5,1236.06,Yes,451.56,130,Month-to-Month,12,0,54.3,Bank Withdrawal,Stayed,26
2,1809-DMJHQ,0,221.7,341.15,No,119.45,0,Month-to-Month,5,0,46,Mailed Check,Churned,14
,1810-BOHSY,0,4911.05,6696.05,Yes,1785,0,One Year,51,7,96.4,Credit Card,Stayed,8
,1810-MVMAI,0,2000.2,3441.4,No,1441.2,0,Month-to-Month,30,4,67.6,Bank Withdrawal,Stayed,19
,1813-JLKWR,0,1336.65,2824.65,No,1488,0,One Year,64,7,19.8,Bank Withdrawal,Stayed,
,1813-JYWTO,0,5737.6,6316.16,No,448.56,130,Two Year,72,4,80.45,Bank Withdrawal,Stayed,27
,1814-DKOLC,0,134.75,161.8,No,27.05,0,Month-to-Month,5,0,25.45,Credit Card,Stayed,
,1814-WFGVS,34.44,3527,3492.56,No,0,0,Two Year,72,3,48.9,Mailed Check,Stayed,53
,1816-FLZDK,0,29.15,29.15,No,0,0,Month-to-Month,1,0,29.15,Credit Card,Joined,22
,1818-ESQMW,0,2383.6,3453.34,Yes,1069.74,0,Month-to-Month,27,0,89.2,Bank Withdrawal,Stayed,2
,1820-DJFPH,0,1709.15,5186.03,Yes,3476.88,0,Two Year,72,4,24.05,Bank Withdrawal,Stayed,
12,1820-TQVEV,0,69.55,118.98,Yes,49.43,0,Month-to-Month,1,0,69.55,Bank Withdrawal,Churned,48
,1821-BUCWY,0,1653.85,3065.65,Yes,1411.8,0,Two Year,30,0,55.65,Mailed Check,Stayed,24
,1830-GGFNM,0,6078.75,7348.2,No,1269.45,0,Two Year,65,6,94.55,Credit Card,Stayed,19
,1830-IPXVJ,0,1311.6,2861,No,1549.4,0,Two Year,61,6,19.75,Credit Card,Stayed,
,1832-PEUTS,0,5411.65,7752.15,Yes,2340.5,0,Two Year,62,4,89.1,Credit Card,Stayed,73
,1833-TCXKK,0,4882.8,6224.25,Yes,1341.45,0,Month-to-Month,45,0,107.75,Bank Withdrawal,Stayed,27
6,1833-VGRUM,0,74.2,123.15,Yes,48.95,0,Month-to-Month,1,0,74.2,Bank Withdrawal,Churned,23
,1834-ABKHQ,0,2610.65,3132.21,Yes,521.56,0,One Year,52,2,50.95,Bank Withdrawal,Stayed,29
,1834-WULEG,0,439.75,1419.19,No,979.44,0,One Year,24,5,20.25,Mailed Check,Stayed,
,1837-YQUCE,0,4214.25,4214.25,Yes,0,0,Two Year,70,0,58.35,Bank Withdrawal,Stayed,13
,1839-FBNFR,0,854.8,2125.03,Yes,1270.23,0,Two Year,39,3,19.85,Bank Withdrawal,Stayed,
,1839-UMACK,0,949.85,2110.73,No,1160.88,0,One Year,42,0,25.05,Bank Withdrawal,Stayed,
,1840-BIUOG,0,1416.2,2066.2,Yes,650,0,One Year,20,0,68.7,Bank Withdrawal,Stayed,52
,1841-YSJGV,0,7852.4,10788.56,Yes,2936.16,0,Two Year,72,9,109.95,Credit Card,Stayed,22
2,1842-EZJMK,36.61,5071.05,6741.44,No,1707,0,Month-to-Month,50,1,103.7,Bank Withdrawal,Churned,69
,1843-TLSGD,0,272.35,631.41,No,359.06,0,Two Year,13,6,20.85,Credit Card,Stayed,
,1845-CSBRZ,0,1961.6,2845.78,No,884.18,0,Two Year,22,7,85.35,Bank Withdrawal,Stayed,27
,1845-ZLLIG,0,50.15,70.45,Yes,20.3,0,Month-to-Month,1,0,50.15,Credit Card,Joined,16
5,1846-XWOQN,0,70.15,118.12,Yes,47.97,0,Month-to-Month,1,0,70.15,Bank Withdrawal,Churned,8
,1848-LBZHY,0,355.1,587.78,Yes,232.68,0,Month-to-Month,7,7,50.3,Bank Withdrawal,Stayed,53
,1849-RJYIG,0,487.75,861.99,Yes,374.24,0,Month-to-Month,8,0,60,Bank Withdrawal,Stayed,24
,1850-AKQEP,0,178.7,293.66,No,114.96,0,Month-to-Month,8,0,20.35,Credit Card,Stayed,
,1852-QSWCD,0,1514.85,3770.85,Yes,2256,0,Two Year,64,1,24.8,Credit Card,Stayed,
,1852-XEMDW,0,1427.55,2400.71,No,963.16,10,Month-to-Month,22,0,65.05,Credit Card,Stayed,47
,1853-ARAAQ,0,1277.5,1277.5,Yes,0,0,Month-to-Month,26,0,50.35,Credit Card,Stayed,7
6,1853-UDXBW,0,70,108.8,Yes,38.8,0,Month-to-Month,1,1,70,Bank Withdrawal,Churned,4
,1855-AGAWH,0,2939.8,4077.19,Yes,1137.39,0,One Year,31,2,93.8,Bank Withdrawal,Stayed,52
,1855-CFULU,0,91.45,259.37,No,167.92,0,Two Year,4,0,20.05,Credit Card,Stayed,
,1862-QRWPE,0,1057,2879.08,No,1822.08,0,Two Year,48,10,20.65,Bank Withdrawal,Stayed,
8,1862-SKORY,0,1637.4,1637.4,Yes,0,0,Month-to-Month,40,1,39.3,Bank Withdrawal,Churned,3
,1866-DIOQZ,0,4689.15,4689.15,No,0,0,One Year,71,10,66.8,Bank Withdrawal,Stayed,85
,1866-NXPSP,0,2680.15,3932.15,Yes,1152,100,One Year,36,0,75.55,Credit Card,Stayed,23
,1866-OBPNR,0,74.6,117.59,No,42.99,0,Month-to-Month,1,5,74.6,Credit Card,Joined,59
2,1866-RZZQS,0,4187.75,5912.21,Yes,1724.46,0,Month-to-Month,41,0,98.4,Bank Withdrawal,Churned,21
,1866-ZSLJM,0,402.85,1093.54,No,690.69,0,Month-to-Month,21,0,20.5,Credit Card,Stayed,
5,1867-BDVFH,0,834.2,934.74,Yes,100.54,0,Month-to-Month,11,1,74.35,Bank Withdrawal,Churned,19
,1867-TJHTS,0,4526.85,5844.03,Yes,1317.18,0,Month-to-Month,58,0,79.8,Bank Withdrawal,Stayed,14
11,1871-MOWRM,23.72,866.45,1061.85,No,219.12,0,Month-to-Month,12,3,80.85,Bank Withdrawal,Churned,18
,1872-EBWSC,0,617.35,1231.86,No,614.51,0,One Year,29,0,20.35,Mailed Check,Stayed,
12,1875-QIVME,45.44,242.8,220.38,Yes,23.02,0,Month-to-Month,2,1,104.4,Bank Withdrawal,Churned,53
,1877-HKBQX,0,617.85,630.61,Yes,12.76,0,One Year,11,0,54.6,Mailed Check,Stayed,41
2,1891-FZYSA,6.79,6143.15,7373.82,Yes,1127.46,110,Month-to-Month,69,1,89.95,Bank Withdrawal,Churned,4
,1891-QRQSA,0,7099,8144.12,Yes,1045.12,0,Two Year,64,9,111.6,Bank Withdrawal,Stayed,10
2,1891-UAWWU,0,1951,2046.4,No,95.4,0,Month-to-Month,20,1,90.8,Bank Withdrawal,Churned,17
2,1894-IGFSG,0,1907.85,2304.07,No,396.22,0,Month-to-Month,22,0,89.25,Bank Withdrawal,Churned,2
,1895-QTKDO,0,43.95,89.54,No,45.59,0,Month-to-Month,1,0,43.95,Credit Card,Joined,5
,1897-OKVMW,0,5817.45,8185.45,Yes,2368,0,Two Year,64,3,90.6,Mailed Check,Stayed,19
,1897-RCFUM,0,914.6,1143.92,Yes,229.32,0,One Year,39,1,24.2,Credit Card,Stayed,
,1898-JSNDC,0,2224.5,4103.13,Yes,1878.63,0,One Year,39,0,58.6,Credit Card,Stayed,58
9,1899-VXWXM,0,5082.8,6269.84,Yes,1187.04,0,One Year,48,0,106.1,Credit Card,Churned,4
13,1902-XBTFB,0,2001.5,2872.26,Yes,870.76,0,Month-to-Month,22,0,89.4,Bank Withdrawal,Churned,12
,1904-WAJAA,0,1558.65,2675.61,No,1116.96,0,Two Year,24,0,64.35,Bank Withdrawal,Stayed,85
,1905-OEILC,0,19.5,39.61,No,20.11,0,Month-to-Month,1,0,19.5,Credit Card,Joined,
2,1907-UBQFC,0,688.65,773.25,Yes,54.6,30,Month-to-Month,10,0,72.85,Bank Withdrawal,Churned,24
,1907-YLNYW,0,579,908.04,Yes,329.04,0,Month-to-Month,8,0,66.7,Bank Withdrawal,Stayed,27
,1910-FMXJM,0,2937.65,4713.53,No,1775.88,0,Month-to-Month,36,8,80.4,Bank Withdrawal,Stayed,23
8,1915-IOFGU,0,70.5,111.89,No,41.39,0,Month-to-Month,1,0,70.5,Bank Withdrawal,Churned,3
,1915-OAKWD,0,360.35,1065.15,Yes,704.8,0,One Year,16,0,19.3,Bank Withdrawal,Stayed,
2,1918-ZBFQJ,48.25,1111.65,1499.42,Yes,436.02,0,Month-to-Month,13,0,79.25,Bank Withdrawal,Churned,76
,1919-RTPQD,0,333.65,534.55,No,200.9,0,Month-to-Month,7,7,44.75,Bank Withdrawal,Stayed,17
,1921-KYSAY,0,2877.05,4391.18,Yes,1514.13,0,One Year,41,0,68.6,Bank Withdrawal,Stayed,30
,1925-GMVBW,0,96.1,218.75,No,122.65,0,Month-to-Month,5,0,20.55,Credit Card,Stayed,
,1925-LFCZZ,0,2743.45,2743.45,Yes,0,0,One Year,55,0,50.05,Bank Withdrawal,Stayed,23
8,1925-TIBLE,0,582.5,760.77,Yes,158.27,20,Month-to-Month,7,1,86.5,Bank Withdrawal,Churned,11
,1926-QUZNN,0,1841.2,5405.92,Yes,3564.72,0,Two Year,72,9,25.25,Bank Withdrawal,Stayed,
,1927-QEWMY,0,1502.25,4663.77,No,3161.52,0,Two Year,72,6,20.5,Credit Card,Stayed,
,1928-BXYIV,0,61.15,78.22,No,17.07,0,Month-to-Month,1,0,61.15,Bank Withdrawal,Joined,3
,1929-ZCBHE,0,1794.8,1794.8,No,0,0,One Year,47,7,40.3,Bank Withdrawal,Stayed,47
,1930-BZLHI,0,422.7,895.83,Yes,473.13,0,One Year,21,0,20.35,Credit Card,Stayed,
,1930-QPBVZ,0,6683.4,7315.12,No,631.72,0,Two Year,68,3,95.1,Bank Withdrawal,Stayed,18
,1930-WNXSB,0,5305.05,8071.07,Yes,2766.02,0,Month-to-Month,58,1,92.85,Bank Withdrawal,Stayed,24
,1932-UEDCX,0,3270.25,4725.55,Yes,1455.3,0,Month-to-Month,33,6,100.6,Bank Withdrawal,Stayed,22
,1934-MKPXS,0,620.55,2249.76,No,1629.21,0,One Year,33,3,20.1,Credit Card,Stayed,
14,1934-SJVJK,0,20.15,60.66,No,40.51,0,Month-to-Month,1,0,20.15,Credit Card,Churned,
,1935-IMVBB,41.66,4952.95,5123.53,No,212.24,0,Month-to-Month,56,1,89.7,Credit Card,Stayed,14
,1936-CZAKF,0,2409.9,2409.9,No,0,0,Two Year,49,8,49.65,Credit Card,Stayed,27
,1936-UAFEH,0,7279.35,10629.11,No,3319.76,30,Two Year,68,0,110.25,Credit Card,Stayed,17
,1937-OTUKY,0,7015.9,8850.46,Yes,1834.56,0,Two Year,72,1,98.2,Bank Withdrawal,Stayed,3
,1941-HOSAM,0,90.1,114.43,Yes,24.33,0,Month-to-Month,1,1,90.1,Bank Withdrawal,Joined,59
,1942-OQFRW,0,44,57.4,No,13.4,0,Month-to-Month,1,0,44,Bank Withdrawal,Joined,17
,1945-XISKS,0,1335.2,3546.87,No,2211.67,0,Two Year,67,4,19.65,Credit Card,Stayed,
,1950-KSVVJ,0,5032.25,6541.55,No,1509.3,0,One Year,45,1,113.3,Mailed Check,Stayed,4
,1951-IEYXM,0,6441.85,8959.69,Yes,2517.84,0,Two Year,72,1,90.6,Credit Card,Stayed,11
,1952-DVVSW,0,184.4,324.8,No,140.4,0,One Year,10,4,20.1,Credit Card,Stayed,
,1955-IBMMB,0,1192.3,3975.33,Yes,2783.03,0,Two Year,59,0,20.2,Bank Withdrawal,Stayed,
,1956-YIFGE,0,2090.25,2289.35,Yes,199.1,0,One Year,22,10,100.05,Credit Card,Stayed,57
,1958-RNRKS,0,1441.95,1708.75,No,166.8,100,Month-to-Month,30,4,49.9,Bank Withdrawal,Stayed,8
,1960-UOTYM,0,4016.3,4875.86,No,859.56,0,Two Year,52,5,79.2,Bank Withdrawal,Stayed,12
,1960-UYCNN,0,1021.55,1285.85,Yes,264.3,0,Month-to-Month,10,0,-7,Bank Withdrawal,Stayed,13
8,1963-SVUCV,0,45.3,103.67,No,28.37,30,Month-to-Month,1,0,45.3,Bank Withdrawal,Churned,7
14,1963-VAUKV,0,20.4,42.52,No,22.12,0,Month-to-Month,1,0,20.4,Mailed Check,Churned,
,1964-SVLEA,0,415.9,1018.5,Yes,602.6,0,One Year,20,0,-1,Mailed Check,Stayed,
5,1965-AKTSX,0,1101.85,1330.89,Yes,229.04,0,Month-to-Month,14,0,78.95,Bank Withdrawal,Churned,6
5,1965-DDBWU,0,1448.6,1639.96,Yes,191.36,0,Month-to-Month,16,0,89.05,Credit Card,Churned,18
,1970-KKFWL,0,797.1,1025.3,No,228.2,0,Two Year,35,0,23.3,Bank Withdrawal,Stayed,
,1971-DTCZB,0,6468.6,9538.68,Yes,3070.08,0,Two Year,72,6,90.95,Bank Withdrawal,Stayed,15
,1972-XMUWV,0,3808.2,4473.15,Yes,664.95,0,Two Year,65,7,59.8,Credit Card,Stayed,14
,1976-AZZPJ,0,256.6,256.6,No,0,0,Month-to-Month,7,3,34.2,Credit Card,Stayed,17
2,1976-CFOCS,0,46,53.74,No,7.74,0,Month-to-Month,1,1,46,Bank Withdrawal,Churned,19
11,1977-STDKI,0,73,93.55,Yes,20.55,0,Month-to-Month,1,0,73,Bank Withdrawal,Churned,5
2,1980-KXVPM,0,256.25,327.71,Yes,71.46,0,Month-to-Month,3,0,75.05,Credit Card,Churned,30
5,1981-INRFU,0,164.5,181.14,Yes,16.64,0,Month-to-Month,2,0,79.75,Bank Withdrawal,Churned,16
,1982-FEBTD,0,514.75,1102.17,Yes,587.42,0,Two Year,23,1,25.6,Credit Card,Stayed,
18,1984-FCOWB,0,7674.55,10756.15,Yes,2931.6,150,One Year,70,1,109.5,Bank Withdrawal,Churned,59
,1984-GPTEH,0,702,833.37,No,131.37,0,Month-to-Month,29,0,25.15,Bank Withdrawal,Stayed,
,1985-MBRYP,0,779.25,1067.78,Yes,288.53,0,Two Year,43,0,19.65,Bank Withdrawal,Stayed,
,1986-PHGZF,0,964.9,1817.02,Yes,852.12,0,Two Year,18,0,58.4,Credit Card,Stayed,7
,1987-AUELQ,0,1873.7,5057.34,No,3183.64,0,Two Year,71,0,25.05,Credit Card,Stayed,
2,1989-PRJHP,0,1893.95,2180.15,Yes,286.2,0,Month-to-Month,27,1,75.5,Bank Withdrawal,Churned,23
,1991-VOPLL,0,157.65,439.17,No,281.52,0,Month-to-Month,9,0,19.05,Credit Card,Stayed,
,1996-DBMUS,0,3545.05,4149.85,Yes,604.8,0,One Year,48,10,70.65,Bank Withdrawal,Stayed,21
,1998-VHJHK,0,501.35,1046.21,No,544.86,0,One Year,27,0,19.15,Credit Card,Stayed,
,2000-DHJUY,0,6474.45,7781.35,Yes,1306.9,0,Two Year,70,1,92.2,Bank Withdrawal,Stayed,21
,2000-MPKCA,0,6332.75,9041.35,Yes,2708.6,0,One Year,58,0,107.75,Bank Withdrawal,Stayed,19
,2001-EWBQU,0,6333.8,8612,No,2128.2,150,Two Year,60,0,104.7,Bank Withdrawal,Stayed,51
,2001-MCUUW,0,4903.2,6628.2,No,1725,0,Two Year,46,0,108.65,Bank Withdrawal,Stayed,22
14,2002-MZHWP,0,20.5,46.62,No,26.12,0,Month-to-Month,1,0,20.5,Credit Card,Churned,
16,2003-CKLOR,0,6710.5,8414.62,No,1704.12,0,Month-to-Month,66,0,99.5,Bank Withdrawal,Churned,26
2,2004-OCQXK,0,81.95,126.89,Yes,44.94,0,Month-to-Month,1,0,81.95,Bank Withdrawal,Churned,16
,2005-DWQZJ,0,201.7,543.06,No,341.36,0,Two Year,8,1,19.05,Credit Card,Stayed,
,2007-QVGAW,0,1292.65,4462.13,Yes,3169.48,0,Two Year,68,10,19.35,Bank Withdrawal,Stayed,
7,2011-TRQYE,0,600,600,Yes,0,0,Month-to-Month,18,0,33.5,Credit Card,Churned,26
5,2012-NWRPA,0,1131.2,1145.28,Yes,14.08,0,Month-to-Month,11,1,99.55,Bank Withdrawal,Churned,14
11,2013-SGDXK,0,84.3,95.93,No,1.63,10,Month-to-Month,1,0,84.3,Bank Withdrawal,Churned,59
,2014-MKGMH,0,4674.4,5961.02,Yes,1286.62,0,One Year,46,0,101.1,Bank Withdrawal,Stayed,22
,2017-CCBLH,0,141.6,329.28,No,187.68,0,Two Year,8,0,20,Credit Card,Stayed,
,2018-PZKMU,18.62,970.45,1351.16,No,399.33,0,Month-to-Month,9,10,103.1,Bank Withdrawal,Stayed,57
,2018-QKYGT,0,81.05,117.37,Yes,36.32,0,Month-to-Month,1,1,81.05,Bank Withdrawal,Joined,85
,2019-HDCZY,0,6296.75,6468.11,No,171.36,0,Two Year,63,4,102.6,Bank Withdrawal,Stayed,22
,2023-VQFDL,0,348.8,945.68,No,596.88,0,Month-to-Month,18,0,19,Bank Withdrawal,Stayed,
11,2024-BASKD,0,74.6,106.76,Yes,22.16,10,Month-to-Month,1,0,74.6,Mailed Check,Churned,47
15,2025-JKFWI,0,1301.7,1615.52,Yes,313.82,0,Month-to-Month,13,0,99,Credit Card,Churned,21
2,2026-TGDHM,0,523.15,667.62,Yes,134.47,10,Month-to-Month,7,0,79.3,Bank Withdrawal,Churned,16
,2027-CWDNU,0,1601.5,2106.22,Yes,504.72,0,Month-to-Month,18,1,85.6,Bank Withdrawal,Stayed,28
,2027-DNKIV,0,2203.1,3522.89,Yes,1319.79,0,One Year,37,1,58.75,Credit Card,Stayed,76
12,2027-FECZV,0,1253.9,1556.18,Yes,302.28,0,Month-to-Month,12,0,106.7,Bank Withdrawal,Churned,12
11,2027-OAQQC,20.29,2076.2,2055.91,Yes,0,0,Month-to-Month,43,0,49.05,Bank Withdrawal,Churned,12
,2027-WKXMW,0,6871.7,8155.01,Yes,1283.31,0,Month-to-Month,63,10,108.75,Bank Withdrawal,Stayed,26
,2030-BTZRO,0,107.6,355.76,Yes,248.16,0,Two Year,6,1,20.4,Credit Card,Stayed,
12,2034-CGRHZ,0,2496.7,2574.22,Yes,77.52,0,Month-to-Month,24,0,102.95,Credit Card,Churned,26
9,2034-GDRCN,0,168.2,189.26,Yes,21.06,0,Month-to-Month,2,0,90.4,Bank Withdrawal,Churned,8
9,2037-SGXHH,0,3624.3,5512.9,Yes,1888.6,0,Month-to-Month,38,1,94.65,Bank Withdrawal,Churned,30
5,2037-XJFUP,0,3036.75,4476.15,Yes,1379.4,60,One Year,33,1,95.8,Bank Withdrawal,Churned,41
,2038-LLMLM,0,4946.05,5450.05,Yes,504,0,Month-to-Month,48,0,-4,Bank Withdrawal,Stayed,12
,2038-OEQZH,0,308.1,485.54,No,177.44,0,Month-to-Month,4,0,86.05,Bank Withdrawal,Stayed,20
,2038-YSEZE,0,1801.1,2199.56,No,398.46,0,Month-to-Month,29,0,67.45,Credit Card,Stayed,2
,2039-JONDJ,0,1477.65,2025.48,No,547.83,0,One Year,27,0,55.45,Bank Withdrawal,Stayed,21
,2040-LDIWQ,0,5324.5,8026.55,Yes,2702.05,0,Two Year,65,8,84.2,Bank Withdrawal,Stayed,16
,2040-OBMLJ,0,2548.65,3081.23,No,532.58,0,One Year,31,0,81.7,Credit Card,Stayed,76
,2040-VZIKE,0,4847.35,7043.04,Yes,2195.69,0,Month-to-Month,49,3,100.85,Mailed Check,Stayed,10
,2040-XBAVJ,0,8100.55,9896.95,No,1796.4,0,Two Year,72,0,114.45,Bank Withdrawal,Stayed,13
,2041-JIJCI,0,370.25,594.15,Yes,223.9,0,Month-to-Month,5,0,64,Bank Withdrawal,Stayed,29
,2043-WVTQJ,0,55.7,73.38,No,17.68,0,Month-to-Month,1,10,55.7,Credit Card,Joined,9
,2045-BMBTJ,0,1884.65,1884.65,Yes,0,0,Two Year,33,0,59.45,Bank Withdrawal,Stayed,16
,2049-BAFNW,0,35.9,35.9,No,0,0,Month-to-Month,1,0,35.9,Credit Card,Joined,7
,2050-ONYDQ,0,1654.85,1846.6,No,191.75,0,Two Year,65,7,26,Credit Card,Stayed,
,2054-PJOCK,0,4847.05,5813.65,No,966.6,0,One Year,60,0,80.55,Credit Card,Stayed,18
,2055-BFOCC,0,5329.55,7890.5,Yes,2560.95,0,One Year,63,1,84,Bank Withdrawal,Stayed,29
9,2055-PDADH,0,204.7,211.48,Yes,6.78,0,Month-to-Month,3,0,70.4,Bank Withdrawal,Churned,3
,2055-SIFSS,0,2838.55,4462.7,No,1624.15,0,One Year,55,5,51.65,Bank Withdrawal,Stayed,29
,2056-EVGZL,0,7322.5,7926.34,No,603.84,0,One Year,68,9,105.75,Credit Card,Stayed,17
,2057-BOYKM,0,6827.5,8849.98,Yes,2022.48,0,Two Year,72,10,96.6,Bank Withdrawal,Stayed,20
11,2057-ZBLPD,0,1808.7,2695.32,Yes,886.62,0,Month-to-Month,21,3,86.5,Bank Withdrawal,Churned,29
2,2058-DCJBE,0,324.6,480.3,Yes,155.7,0,Month-to-Month,5,0,69.75,Bank Withdrawal,Churned,5
,2061-VVFST,0,805.2,2477.23,No,1672.03,0,Month-to-Month,37,1,19.5,Bank Withdrawal,Stayed,
,2065-MMKGR,0,2080.1,3280.12,Yes,1200.02,0,One Year,29,0,71,Credit Card,Stayed,4
,2067-QYTCF,0,6953.4,7503.8,Yes,550.4,0,Month-to-Month,64,4,111.15,Bank Withdrawal,Stayed,21
,2068-WWXQZ,0,902,2293.5,No,1391.5,0,Two Year,46,0,20.05,Bank Withdrawal,Stayed,
15,2070-FNEXE,11.05,503.6,681.2,No,188.65,0,Month-to-Month,7,0,76.45,Bank Withdrawal,Churned,18
,2070-XYMFH,15.41,1835.3,2020.45,Yes,200.56,0,Two Year,23,0,79.35,Credit Card,Stayed,18
,2072-ZVJJX,0,1728.2,3280.64,No,1552.44,0,Two Year,68,5,25.25,Bank Withdrawal,Stayed,
,2073-QBVBI,0,1391.65,1391.65,No,0,0,One Year,41,10,35.45,Credit Card,Stayed,17
2,2074-GKOWZ,0,185.55,203.27,Yes,17.72,0,Month-to-Month,2,1,89.55,Bank Withdrawal,Churned,23
,2074-GUHPQ,0,1556.85,2403.11,Yes,846.26,0,Month-to-Month,17,0,92.7,Credit Card,Stayed,19
,2075-PUEPR,0,1153.25,2511.75,No,1358.5,0,Two Year,55,2,19.35,Bank Withdrawal,Stayed,
,2075-RMJIK,0,232.55,477.85,Yes,235.3,10,Month-to-Month,5,3,49.4,Mailed Check,Stayed,52
,2077-DDHJK,49.37,4911.35,6725.86,No,1863.88,0,Two Year,68,2,70.9,Credit Card,Stayed,9
,2077-MPJQO,0,533.05,682.64,Yes,149.59,0,Month-to-Month,7,2,-10,Bank Withdrawal,Stayed,21
5,2079-FBMZK,0,418.4,654.56,Yes,236.16,0,Month-to-Month,6,0,69.25,Mailed Check,Churned,5
,2080-CAZNM,0,4133.95,4393.48,Yes,259.53,0,Month-to-Month,41,0,104.4,Bank Withdrawal,Stayed,15
,2080-GKCWQ,0,151.75,159.27,No,7.52,0,Month-to-Month,2,0,74.95,Bank Withdrawal,Joined,16
,2080-SRCDE,0,25.4,58.13,No,32.73,0,Month-to-Month,1,0,25.4,Mailed Check,Joined,
,2081-KJSQF,0,20.25,63.21,Yes,42.96,0,Month-to-Month,1,0,20.25,Credit Card,Joined,
,2081-VEYEH,0,318.6,356.58,Yes,37.98,0,Month-to-Month,3,0,107.95,Bank Withdrawal,Joined,28
5,2082-CEFLT,0,45.6,57.33,Yes,11.73,0,Month-to-Month,1,0,45.6,Bank Withdrawal,Churned,24
5,2082-OJVTK,0,2698.35,2814.35,Yes,116,0,Month-to-Month,29,1,89.2,Bank Withdrawal,Churned,48
,2085-BOJKI,0,1588.25,2078.36,Yes,490.11,0,One Year,17,1,96.65,Bank Withdrawal,Stayed,5
,2085-JVGAD,45.07,697.65,732.13,No,79.55,0,Month-to-Month,37,3,20.35,Bank Withdrawal,Stayed,
,2087-QAREY,0,1178.75,2055.01,Yes,876.26,0,Month-to-Month,22,1,54.7,Credit Card,Stayed,16
,2088-IEBAU,36.29,6148.45,7595.92,Yes,1483.76,0,Two Year,68,0,88.15,Bank Withdrawal,Stayed,2
,2091-GPPIQ,0,5730.15,7605.03,Yes,1874.88,0,Two Year,72,10,78.95,Bank Withdrawal,Stayed,6
10,2091-MJTFX,0,1561.5,1561.5,No,0,0,Month-to-Month,30,1,51.2,Credit Card,Churned,12
