Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Unlimited Data,Phone Service,Streaming TV,Streaming Movies,Streaming Music,Premium Tech Support,Offer,Customer ID
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,None,1621-YNCJH
No,No,,,,,,Yes,,,,,None,1622-HSHSF
,Yes,Cable,No,Yes,No,No,No,No,No,No,Yes,Offer B,1623-NLDOT
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,No,None,1624-NALOJ
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,None,1624-WOIWJ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,1625-JAIIY
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,1626-ERCMM
No,No,,,,,,Yes,,,,,None,1627-AFWVJ
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,None,1628-BIZYP
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,No,None,1629-DQQVB
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,1635-FJFCC
No,No,,,,,,Yes,,,,,Offer D,1635-HDGFT
Yes,No,,,,,,Yes,,,,,Offer A,1635-NZATJ
,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,No,None,1636-NTNCO
No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,None,1640-PLFMP
No,No,,,,,,Yes,,,,,None,1641-BYBTK
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Offer C,1641-RQDAY
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,1642-HMARX
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,1644-IRKSF
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,1656-DRSMG
No,No,,,,,,Yes,,,,,Offer B,1657-DYMBM
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer D,1658-BYGOY
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,None,1658-TJVOA
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,No,No,None,1658-XUHBX
No,Yes,DSL,No,No,Yes,No,Yes,No,No,No,No,None,1660-HSOOQ
Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Offer B,1661-CZBAU
No,No,,,,,,Yes,,,,,None,1663-MHLHE
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer C,1666-JXLKU
Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,None,1666-JZPZT
No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Offer D,1670-SVOWZ
No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Offer A,1676-MQAOA
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,Offer E,1678-FYZOW
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer A,1679-JRFBR
No,No,,,,,,Yes,,,,,Offer D,1680-VDCWW
No,No,,,,,,Yes,,,,,Offer D,1682-VCOIO
Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,No,No,Yes,None,1684-FLBGS
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Offer B,1685-BQULA
No,Yes,DSL,No,No,No,No,Yes,No,No,No,No,Offer D,1685-VAYJF
No,No,,,,,,Yes,,,,,None,1686-STUHN
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,1689-MRZQR
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer D,1689-YQBYY
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Offer A,1696-HXOWK
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,None,1696-MZVAU
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Offer B,1697-BCSHV
No,No,,,,,,Yes,,,,,None,1697-LYYYX
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,None,1697-NVVGY
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,1698-XFZCI
No,Yes,Cable,No,No,No,Yes,Yes,Yes,No,No,Yes,Offer D,1699-HPSBG
No,No,,,,,,Yes,,,,,Offer D,1699-TLDLZ
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Offer B,1699-UOTXU
Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,No,No,Yes,None,1702-CCFNJ
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,No,Yes,None,1703-MGIAB
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,1704-NRWYE
Yes,No,,,,,,Yes,,,,,Offer B,1705-GUHPV
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Offer B,1707-HABPF
,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,None,1708-PBBOA
No,No,,,,,,Yes,,,,,Offer B,1709-EJDOX
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,None,1710-RCXUS
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,Yes,None,1716-LSAMB
No,No,,,,,,Yes,,,,,None,1722-LDZJS
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,1723-HKXJQ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,No,None,1724-BQUHA
No,No,,,,,,Yes,,,,,Offer E,1724-IQWNM
No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,1725-IQNIY
No,No,,,,,,Yes,,,,,Offer E,1725-MIMXW
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,1728-BQDMA
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Offer B,1728-CXQBE
,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Offer D,1729-VLAZJ
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Yes,None,1730-VFMWO
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,No,No,None,1730-ZMAME
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Offer E,1731-TVIUK
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,No,Offer B,1732-FEKLD
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,1732-VHUBQ
Yes,No,,,,,,Yes,,,,,None,1734-ZMNTZ
No,No,,,,,,Yes,,,,,Offer E,1735-XMJVH
,Yes,DSL,No,No,No,Yes,No,No,Yes,Yes,No,None,1740-CSDJP
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,1741-WTPON
Yes,No,,,,,,Yes,,,,,Offer C,1744-JHKYS
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,No,Offer E,1746-TGTWV
No,Yes,DSL,No,No,No,Yes,Yes,Yes,No,No,No,Offer E,1750-CSKKM
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,None,1751-NCDLI
No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,Offer B,1752-OZXFY
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,1754-GKYPY
No,No,,,,,,Yes,,,,,Offer C,1755-FZQEC
No,No,,,,,,Yes,,,,,Offer E,1755-RMCXH
No,No,,,,,,Yes,,,,,Offer C,1757-TCATG
No,No,,,,,,Yes,,,,,None,1760-CAZHT
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,1761-AEZZR
No,No,,,,,,Yes,,,,,Offer D,1763-KUAAW
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Yes,None,1763-WQFUK
No,No,,,,,,Yes,,,,,None,1764-VUUMT
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,1766-GKNMI
Yes,No,,,,,,Yes,,,,,Offer A,1767-CJKBA
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,1767-TGTKO
Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Offer B,1768-HNVGJ
,Yes,Cable,No,No,No,Yes,No,No,No,No,No,None,1768-ZAIFU
No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,No,Offer D,1769-GRUIK
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Offer C,1771-OADNZ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,1775-KWJKQ
No,No,,,,,,Yes,,,,,Offer C,1776-SPBWV
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,Offer E,1777-JYQPJ
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Offer A,1779-PWPMG
No,No,,,,,,Yes,,,,,None,1784-BXEFA
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Offer B,1784-EZDKJ
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,No,None,1785-BPHTP
No,No,,,,,,Yes,,,,,None,1790-NESIO
No,Yes,Cable,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Offer E,1791-PQHBB
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Offer D,1792-UXAFY
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,No,Offer E,1794-HBQTJ
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No,Yes,Offer D,1794-SWWKL
No,No,,,,,,Yes,,,,,Offer E,1796-JANOW
No,Yes,DSL,No,Yes,No,No,Yes,No,No,No,Yes,Offer D,1803-BGNBD
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,1809-DMJHQ
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Offer B,1810-BOHSY
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer C,1810-MVMAI
No,No,,,,,,Yes,,,,,None,1813-JLKWR
Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,None,1813-JYWTO
Yes,No,,,,,,Yes,,,,,None,1814-DKOLC
,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,None,1814-WFGVS
,Yes,DSL,No,No,No,Yes,No,No,No,No,Yes,None,1816-FLZDK
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer C,1818-ESQMW
Yes,No,,,,,,Yes,,,,,None,1820-DJFPH
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Offer E,1820-TQVEV
No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,No,No,Offer C,1821-BUCWY
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Offer B,1830-GGFNM
No,No,,,,,,Yes,,,,,Offer B,1830-IPXVJ
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,No,Offer B,1832-PEUTS
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,1833-TCXKK
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,1833-VGRUM
No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,No,No,Offer B,1834-ABKHQ
No,No,,,,,,Yes,,,,,Offer C,1834-WULEG
,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Offer A,1837-YQUCE
No,No,,,,,,Yes,,,,,None,1839-FBNFR
Yes,No,,,,,,Yes,,,,,None,1839-UMACK
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes,None,1840-BIUOG
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,1841-YSJGV
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,1842-EZJMK
No,No,,,,,,Yes,,,,,None,1843-TLSGD
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,Offer D,1845-CSBRZ
No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,No,Offer E,1845-ZLLIG
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,1846-XWOQN
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,None,1848-LBZHY
No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,None,1849-RJYIG
No,No,,,,,,Yes,,,,,None,1850-AKQEP
Yes,No,,,,,,Yes,,,,,None,1852-QSWCD
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,No,No,Offer D,1852-XEMDW
,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,No,None,1853-ARAAQ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,1853-UDXBW
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,1855-AGAWH
No,No,,,,,,Yes,,,,,None,1855-CFULU
No,No,,,,,,Yes,,,,,None,1862-QRWPE
,Yes,Cable,No,Yes,No,Yes,No,Yes,No,No,No,None,1862-SKORY
,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,None,1866-DIOQZ
No,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,None,1866-NXPSP
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,1866-OBPNR
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Offer B,1866-RZZQS
No,No,,,,,,Yes,,,,,Offer D,1866-ZSLJM
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer D,1867-BDVFH
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,None,1867-TJHTS
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,None,1871-MOWRM
No,No,,,,,,Yes,,,,,None,1872-EBWSC
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer E,1875-QIVME
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,Offer D,1877-HKBQX
Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,No,None,1891-FZYSA
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Offer B,1891-QRQSA
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,No,None,1891-UAWWU
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,1894-IGFSG
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,1895-QTKDO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,1897-OKVMW
Yes,No,,,,,,Yes,,,,,None,1897-RCFUM
No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Offer C,1898-JSNDC
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,1899-VXWXM
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Offer D,1902-XBTFB
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Offer C,1904-WAJAA
No,No,,,,,,Yes,,,,,Offer E,1905-OEILC
No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,No,None,1907-UBQFC
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,None,1907-YLNYW
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,1910-FMXJM
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,1915-IOFGU
No,No,,,,,,Yes,,,,,Offer D,1915-OAKWD
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,None,1918-ZBFQJ
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,1919-RTPQD
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,None,1921-KYSAY
No,No,,,,,,Yes,,,,,None,1925-GMVBW
,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,No,No,None,1925-LFCZZ
Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,No,None,1925-TIBLE
Yes,No,,,,,,Yes,,,,,None,1926-QUZNN
No,No,,,,,,Yes,,,,,Offer A,1927-QEWMY
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Offer E,1928-BXYIV
,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Offer B,1929-ZCBHE
No,No,,,,,,Yes,,,,,None,1930-BZLHI
No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Offer A,1930-QPBVZ
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,1930-WNXSB
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,No,None,1932-UEDCX
No,No,,,,,,Yes,,,,,None,1934-MKPXS
No,No,,,,,,Yes,,,,,Offer E,1934-SJVJK
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,1935-IMVBB
,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,No,None,1936-CZAKF
Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,None,1936-UAFEH
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,None,1937-OTUKY
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,1941-HOSAM
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Offer E,1942-OQFRW
No,No,,,,,,Yes,,,,,None,1945-XISKS
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,1950-KSVVJ
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,1951-IEYXM
No,No,,,,,,Yes,,,,,None,1952-DVVSW
No,No,,,,,,Yes,,,,,None,1955-IBMMB
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,1956-YIFGE
Yes,Yes,DSL,No,No,No,No,Yes,No,No,No,No,None,1958-RNRKS
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,1960-UOTYM
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,None,1960-UYCNN
No,Yes,DSL,No,No,No,No,Yes,No,No,No,No,None,1963-SVUCV
No,No,,,,,,Yes,,,,,Offer E,1963-VAUKV
No,No,,,,,,Yes,,,,,Offer D,1964-SVLEA
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,Offer D,1965-AKTSX
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,Yes,None,1965-DDBWU
Yes,No,,,,,,Yes,,,,,None,1970-KKFWL
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,1971-DTCZB
No,Yes,Cable,No,No,No,Yes,Yes,Yes,No,No,Yes,None,1972-XMUWV
,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Offer E,1976-AZZPJ
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,1976-CFOCS
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,1977-STDKI
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,1980-KXVPM
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,1981-INRFU
Yes,No,,,,,,Yes,,,,,None,1982-FEBTD
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Offer A,1984-FCOWB
Yes,No,,,,,,Yes,,,,,None,1984-GPTEH
No,No,,,,,,Yes,,,,,Offer B,1985-MBRYP
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Offer D,1986-PHGZF
Yes,No,,,,,,Yes,,,,,None,1987-AUELQ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,1989-PRJHP
No,No,,,,,,Yes,,,,,Offer E,1991-VOPLL
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,1996-DBMUS
No,No,,,,,,Yes,,,,,None,1998-VHJHK
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,2000-DHJUY
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,2000-MPKCA
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,None,2001-EWBQU
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,2001-MCUUW
No,No,,,,,,Yes,,,,,Offer E,2002-MZHWP
No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer A,2003-CKLOR
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer E,2004-OCQXK
No,No,,,,,,Yes,,,,,None,2005-DWQZJ
No,No,,,,,,Yes,,,,,Offer A,2007-QVGAW
,Yes,DSL,No,Yes,Yes,Yes,No,No,No,No,No,Offer D,2011-TRQYE
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Offer D,2012-NWRPA
No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,No,None,2013-SGDXK
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,2014-MKGMH
No,No,,,,,,Yes,,,,,None,2017-CCBLH
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer E,2018-PZKMU
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,2018-QKYGT
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,2019-HDCZY
No,No,,,,,,Yes,,,,,Offer D,2023-VQFDL
No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,No,Offer E,2024-BASKD
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,None,2025-JKFWI
No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,No,None,2026-TGDHM
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,Yes,None,2027-CWDNU
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,None,2027-DNKIV
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,2027-FECZV
,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Offer B,2027-OAQQC
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,2027-WKXMW
No,No,,,,,,Yes,,,,,None,2030-BTZRO
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,None,2034-CGRHZ
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer E,2034-GDRCN
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,No,None,2037-SGXHH
No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Offer C,2037-XJFUP
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,2038-LLMLM
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,None,2038-OEQZH
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Offer C,2038-YSEZE
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,None,2039-JONDJ
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,2040-LDIWQ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,Yes,None,2040-OBMLJ
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,None,2040-VZIKE
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,2040-XBAVJ
Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,Yes,Yes,No,None,2041-JIJCI
No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,No,No,None,2043-WVTQJ
,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,None,2045-BMBTJ
,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Yes,Offer E,2049-BAFNW
Yes,No,,,,,,Yes,,,,,None,2050-ONYDQ
Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,2054-PJOCK
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,2055-BFOCC
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,2055-PDADH
Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,None,2055-SIFSS
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,2056-EVGZL
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,None,2057-BOYKM
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer D,2057-ZBLPD
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,2058-DCJBE
No,No,,,,,,Yes,,,,,None,2061-VVFST
Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,2065-MMKGR
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,2067-QYTCF
No,No,,,,,,Yes,,,,,Offer B,2068-WWXQZ
No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Offer E,2070-FNEXE
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,No,None,2070-XYMFH
Yes,No,,,,,,Yes,,,,,Offer A,2072-ZVJJX
,Yes,Cable,No,Yes,No,Yes,No,No,No,No,Yes,None,2073-QBVBI
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer E,2074-GKOWZ
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,None,2074-GUHPQ
